X	Y	Z	RotX	RotY	RotZ	XDt	YDt	ZDt	RotXDt	RotYDt	RotZDt
		0.159506			0.113936		-0.174849		-0.130176			0.195264			0.131035			0.000150		-0.081696			0.032084		-0.015355			0.000000		-0.007220	
		0.159567			0.336208		-0.187657		-0.119404			0.203801			0.131035			0.000061			0.222272		-0.012808			0.010772			0.008537			0.000000	
		0.159906			0.089984		-0.136374		-0.163923			0.215661			0.114076			0.000339		-0.246224			0.051283		-0.044519			0.011860		-0.016959	
		0.134705			0.320223		-0.327056		-0.121811			0.210333			0.086689		-0.025201			0.230239		-0.190682			0.042112		-0.005328		-0.027387	
		0.123408			0.258392		-0.266469		-0.119175			0.186842			0.097403		-0.011297		-0.061831			0.060587			0.002636		-0.023491			0.010714	
		0.125747			0.128699		-0.277302		-0.149542			0.187357			0.085886			0.002339		-0.129693		-0.010833		-0.030367			0.000515		-0.011517	
		0.125573			0.351336		-0.284112		-0.140260			0.187357			0.109607		-0.000174			0.222637		-0.006810			0.009282			0.000000			0.023721	
		0.123079			0.081855		-0.194738		-0.198243			0.168163			0.107315		-0.002494		-0.269481			0.089374		-0.057983		-0.019194		-0.002292	
		0.132953			0.300814		-0.275213		-0.178247			0.187357			0.122155			0.009874			0.218959		-0.080475			0.019996			0.019194			0.014840	
		0.153745			0.050369		-0.145232		-0.196811			0.195894			0.129603			0.020792		-0.250445			0.129981		-0.018564			0.008537			0.007448	
		0.112411			0.275056		-0.431556		-0.203114			0.206609			0.081245		-0.041334			0.224687		-0.286324		-0.006303			0.010715		-0.048358	
		0.099295			0.077594		-0.309514		-0.272499			0.187357			0.093621		-0.013116		-0.197462			0.122042		-0.069385		-0.019252			0.012376	
		0.121520			0.286604		-0.323950		-0.306017			0.215318			0.131093			0.022225			0.209010		-0.014436		-0.033518			0.027961			0.037472	
		0.130233			0.284162		-0.238863		-0.356265			0.224943			0.131093			0.008713		-0.002442			0.085087		-0.050248			0.009625			0.000000	
		0.117157			0.186751		-0.262482		-0.328362			0.213599			0.087319		-0.013076		-0.097411		-0.023619			0.027903		-0.011344		-0.043774	
		0.106778			0.504007		-0.298475		-0.378782			0.194748			0.112987		-0.010379			0.317256		-0.035993		-0.050420		-0.018851			0.025668	
		0.127847			0.241140		-0.236646		-0.323320			0.187357			0.096200			0.021069		-0.262867			0.061829			0.055462		-0.007391		-0.016787	
		0.176149			0.357296		-0.317349		-0.424562			0.282296			0.112529			0.048302			0.116156		-0.080703		-0.101242			0.094939			0.016329	
		0.142664			0.446159		-0.605136		-0.415624			0.380043			0.064687		-0.033485			0.088863		-0.287787			0.008938			0.097747		-0.047842	
		0.121695			0.101137		-0.415456		-0.321716			0.311059			0.096372		-0.020969		-0.345022			0.189680			0.093908		-0.068984			0.031685	
		0.107819			0.259962		-0.343727		-0.292380			0.254049			0.112529		-0.013876			0.158825			0.071729			0.029336		-0.057010			0.016157	
		0.111211			0.008450		-0.187255		-0.335180			0.220703			0.112357			0.003392		-0.251512			0.156472		-0.042800		-0.033346		-0.000172	
		0.069162			0.247390		-0.269963		-0.295532			0.189936			0.090241		-0.042049			0.238940		-0.082708			0.039648		-0.030767		-0.022116	
		0.143136			0.074595		-0.197917		-0.287510			0.182831			0.090012			0.073974		-0.172795			0.072046			0.008022		-0.007105		-0.000229	
		0.178915			0.009564		-0.250940		-0.261097			0.277254			0.100497			0.035779		-0.065031		-0.053023			0.026413			0.094423			0.010485	
		0.152614			0.317663		-0.420104		-0.116253			0.290260			0.076375		-0.026301			0.308099		-0.169164			0.144844			0.013006		-0.024122	
		0.130217			0.188705		-0.320644		-0.203056			0.264191			0.088751		-0.022397		-0.128958			0.099460		-0.086803		-0.026069			0.012376	
		0.154132			0.436310		-0.310595		-0.218010			0.343374			0.109492			0.023915			0.247605			0.010049		-0.014954			0.079183			0.020741	
		0.141926			0.170719		-0.177418		-0.269978			0.339134			0.100497		-0.012206		-0.265591			0.133177		-0.051968		-0.004240		-0.008995	
		0.131566			0.162480		-0.190114		-0.252101			0.298740			0.111727		-0.010360		-0.008239		-0.012696			0.017877		-0.040394			0.011230	
		0.151271			0.317276		-0.132421		-0.279489			0.313752			0.152063			0.019705			0.154796			0.057693		-0.027388			0.015012			0.040336	
		0.206960		-0.004472			0.014742		-0.317820			0.357296			0.158251			0.055689		-0.321748			0.147163		-0.038331			0.043544			0.006188	
		0.101503			0.305630		-0.367750		-0.203228			0.277541			0.075917		-0.105457			0.310102		-0.382492			0.114592		-0.079755		-0.082334	
		0.088634			0.069755		-0.275174		-0.247518			0.239783			0.084053		-0.012869		-0.235875			0.092576		-0.044290		-0.037758			0.008136	
		0.076021			0.231236		-0.266572		-0.286593			0.220360			0.116654		-0.012613			0.161481			0.008602		-0.039075		-0.019423			0.032601	
		0.091534		-0.004380		-0.196923		-0.298282			0.218870			0.114362			0.015513		-0.235616			0.069649		-0.011689		-0.001490		-0.002292	
		0.097194			0.271413		-0.245954		-0.268717			0.223511			0.136135			0.005660			0.275793		-0.049031			0.029565			0.004641			0.021773	
		0.120409			0.046978		-0.147318		-0.294042			0.228610			0.142609			0.023215		-0.224435			0.098636		-0.025325			0.005099			0.006474	
		0.150266			0.303616		-0.154262		-0.338733			0.262644			0.164496			0.029857			0.256638		-0.006944		-0.044691			0.034034			0.021887	
		0.157449			0.176576		-0.092703		-0.331743			0.277197			0.146047			0.007183		-0.127040			0.061559			0.006990			0.014553		-0.018449	
		0.157536			0.210386		-0.129973		-0.319539			0.281895			0.143010			0.000087			0.033810		-0.037270			0.012204			0.004698		-0.003037	
		0.141130			0.406674		-0.237465		-0.323034			0.279202			0.136880		-0.016406			0.196288		-0.107492		-0.003495		-0.002693		-0.006130	
		0.114257			0.100981		-0.206529		-0.344176			0.254107			0.120149		-0.026873		-0.305693			0.030936		-0.021142		-0.025095		-0.016731	
		0.103015			0.356506		-0.269193		-0.299657			0.238121			0.126566		-0.011242			0.255525		-0.062664			0.044519		-0.015986			0.006417	
		0.118776			0.082613		-0.177733		-0.294844			0.247575			0.112987			0.015761		-0.273893			0.091460			0.004813			0.009454		-0.013579	
		0.120493			0.182522		-0.227656		-0.273874			0.251070			0.103992			0.001717			0.099909		-0.049923			0.020970			0.003495		-0.008995	
		0.123341			0.100436		-0.136666		-0.314898			0.257430			0.101585			0.002848		-0.082086			0.090990		-0.041024			0.006360		-0.002407	
		0.130153			0.134192		-0.220281		-0.319481			0.252846			0.110352			0.006812			0.033756		-0.083615		-0.004583		-0.004584			0.008767	
		0.163070			0.196096		-0.166829		-0.282354			0.318507			0.111268			0.032917			0.061904			0.053452			0.037127			0.065661			0.000916	
		0.137205			0.153346		-0.222245		-0.282411			0.274389			0.113732		-0.025865		-0.042750		-0.055416		-0.000057		-0.044118			0.002464	
		0.142727			0.256073		-0.167646		-0.269462			0.268373			0.123587			0.005522			0.102727			0.054599			0.012949		-0.006016			0.009855	
		0.136016			0.036388		-0.042431		-0.321945			0.263389			0.120149		-0.006711		-0.219685			0.125215		-0.052483		-0.004984		-0.003438	
		0.124867			0.172067			0.013783		-0.337701			0.269978			0.111784		-0.011149			0.135679			0.056214		-0.015756			0.006589		-0.008365	
		0.116882			0.133066		-0.093821		-0.323148			0.245054			0.099523		-0.007985		-0.039001		-0.107604			0.014553		-0.024924		-0.012261	
		0.144728			0.295217		-0.113662		-0.343030			0.256284			0.113675			0.027846			0.162151		-0.019841		-0.019882			0.011230			0.014152	
		0.165611			0.112639			0.017647		-0.377522			0.288312			0.120207			0.020883		-0.182578			0.131309		-0.034492			0.032028			0.006532	
		0.155806		-0.094383		-0.006814		-0.357984			0.264248			0.128973		-0.009805		-0.207022		-0.024461			0.019538		-0.024064			0.008766	
		0.205842			0.272957		-0.258541		-0.201452			0.282354			0.143297			0.050036			0.367340		-0.251727			0.156532			0.018106			0.014324	
		0.193406			0.155153		-0.394499		-0.240871			0.324065			0.120149		-0.012436		-0.117804		-0.135958		-0.039419			0.041711		-0.023148	
		0.202055			0.116856		-0.213977		-0.250039			0.324752			0.113503			0.008649		-0.038297			0.180522		-0.009168			0.000687		-0.006646	
		0.179885			0.174456		-0.122156		-0.281093			0.309569			0.133327		-0.022170			0.057600			0.091821		-0.031054		-0.015183			0.019824	
		0.139375			0.003287		-0.235077		-0.244997			0.275134			0.142781		-0.040510		-0.171169		-0.112921			0.036096		-0.034435			0.009454	
		0.081710		-0.186911		-0.333025			0.109607			0.233939			0.127712		-0.057665		-0.190198		-0.097948			0.354604		-0.041195		-0.015069	
		0.040734			0.164897		-0.019210			0.741350			0.207182			0.429260		-0.040976			0.351808			0.313815			0.631743		-0.026757			0.301548	
		0.145617			0.683232			0.596157			2.172369			0.128171			0.614096			0.104883			0.518335			0.615367			1.431019		-0.079011			0.184836	
		0.163198			0.525255			0.506815			1.780867			0.327904			0.669902			0.017581		-0.157977		-0.089342		-0.391502			0.199733			0.055806	
		0.139759			0.288260			0.396732			1.486367			0.303553			0.569749		-0.023439		-0.236995		-0.110083		-0.294500		-0.024351		-0.100153	
		0.126572			0.049865			0.339832			1.397387			0.303324			0.563275		-0.013187		-0.238395		-0.056900		-0.088980		-0.000229		-0.006474	
		0.087067			0.126501			0.257722			1.172272			0.306532			0.588198		-0.039505			0.076636		-0.082110		-0.225115			0.003208			0.024923	
		0.099929			0.053146			0.229873			1.124602			0.312147			0.579833			0.012862		-0.073355		-0.027849		-0.047670			0.005615		-0.008365	
		0.135688			0.130650			0.210230			1.002160			0.331055			0.548321			0.035759			0.077504		-0.019643		-0.122442			0.018908		-0.031512	
		0.162795		-0.052670			0.258182			0.975575			0.367552			0.582068			0.027107		-0.183320			0.047952		-0.026585			0.036497			0.033747	
		0.207484			0.127789			0.164116			0.887397			0.402904			0.527923			0.044689			0.180459		-0.094066		-0.088178			0.035352		-0.054145	
		0.267875			0.244963			0.150254			0.768967			0.468164			0.417457			0.060391			0.117174		-0.013862		-0.118430			0.065260		-0.110466	
		0.179651			0.211334			0.095900			0.744559			0.375345			0.368870		-0.088224		-0.033629		-0.054354		-0.024408		-0.092819		-0.048587	
		0.059265			0.393177		-0.014774			0.482087			0.221162			0.323091		-0.120386			0.181843		-0.110674		-0.262472		-0.154183		-0.045779	
		0.043597			0.245017		-0.024287			0.441006			0.220016			0.284474		-0.015668		-0.148160		-0.009513		-0.041081		-0.001146		-0.038617	
		0.084558			0.194410			0.001619			0.314726			0.230902			0.308939			0.040961		-0.050607			0.025906		-0.126280			0.010886			0.024465	
		0.112919			0.361038		-0.015037			0.197957			0.300860			0.409608			0.028361			0.166628		-0.016656		-0.116769			0.069958			0.100669	
		0.113326			0.122093			0.048338			0.252846			0.310887			0.351051			0.000407		-0.238945			0.063375			0.054889			0.010027		-0.058557	
		0.120299			0.239566			0.007777			0.283500			0.322289			0.322518			0.006973			0.117473		-0.040561			0.030654			0.011402		-0.028533	
		0.092087			0.244497			0.014076			0.212854			0.280291			0.272843		-0.028212			0.004931			0.006299		-0.070646		-0.041998		-0.049675	
		0.086290			0.174169		-0.009067			0.155845			0.253935			0.237548		-0.005797		-0.070328		-0.023143		-0.057009		-0.026356		-0.035295	
		0.092707			0.318637			0.028224			0.079240			0.250153			0.231188			0.006417			0.144468			0.037291		-0.076605		-0.003782		-0.006360	
		0.077252			0.067515			0.026417			0.071161			0.228094			0.223052		-0.015455		-0.251122		-0.001807		-0.008079		-0.022059		-0.008136	
		0.067637			0.318675		-0.026076			0.091616			0.214573			0.224829		-0.009615			0.251160		-0.052493			0.020455		-0.013521			0.001777	
		0.077247			0.036908			0.046853			0.081188			0.218984			0.220703			0.009610		-0.281767			0.072929		-0.010428			0.004411		-0.004126	
		0.102271			0.171681			0.007311			0.078782			0.233366			0.206208			0.025024			0.134773		-0.039542		-0.002406			0.014382		-0.014495	
		0.103000			0.231267			0.058873			0.054087			0.236345			0.227636			0.000729			0.059586			0.051562		-0.024695			0.002979			0.021428	
		0.105866		-0.010471			0.126884			0.029565			0.240184			0.224256			0.002866		-0.241738			0.068011		-0.024522			0.003839		-0.003380	
		0.098710			0.218052			0.106715			0.023892			0.238637			0.208156		-0.007156			0.228523		-0.020169		-0.005673		-0.001547		-0.016100	
		0.068901			0.165160			0.094795			0.035924			0.211593			0.181055		-0.029809		-0.052892		-0.011920			0.012032		-0.027044		-0.027101	
		0.042312			0.190814			0.029387		-0.129775			0.191311			0.112128		-0.026589			0.025654		-0.065408		-0.165699		-0.020282		-0.068927	
		0.026958			0.333796			0.002420		-0.192113			0.204546			0.102559		-0.015354			0.142982		-0.026967		-0.062338			0.013235		-0.009569	
		0.035255			0.025340			0.040353		-0.140260			0.194519			0.094252			0.008297		-0.308456			0.037933			0.051853		-0.010027		-0.008307	
		0.045566			0.246445			0.011686		-0.129775			0.191311			0.094252			0.010311			0.221105		-0.028667			0.010485		-0.003208			0.000000	
		0.043353			0.139719			0.069640		-0.133671			0.191311			0.104106		-0.002213		-0.106726			0.057954		-0.003896			0.000000			0.009854	
		0.050940			0.024027			0.055575		-0.154756			0.191311			0.097918			0.007587		-0.115692		-0.014065		-0.021085			0.000000		-0.006188	
		0.057675			0.233481			0.038398		-0.135505			0.191311			0.067265			0.006735			0.209454		-0.017177			0.019251			0.000000		-0.030653	
		0.031142			0.074492			0.033967		-0.158537			0.178877			0.074656		-0.026533		-0.158989		-0.004431		-0.023032		-0.012434			0.007391	
