trans_x_mm    trans_y_mm    trans_z_mm    rot_x_degrees    rot_y_degrees    rot_z_degrees    trans_x_mm_dt    trans_y_mm_dt    trans_z_mm_dt    rot_x_degrees_dt    rot_y_degrees_dt    rot_z_degrees_dt    framewise_displacement
-0.126820    -0.130950    0.876890    -0.868580    -0.062346    -0.126090    0.005302    -0.202200    0.088315    -0.084978    -0.000715    -0.002818    0.373046
-0.131110    -0.222980    0.837540    -0.871420    -0.068578    -0.144130    -0.004288    -0.092030    -0.039357    -0.002844    -0.006231    -0.018038    0.159330
-0.130330    -0.105690    0.864850    -0.935810    -0.050326    -0.134290    0.000782    0.117300    0.027311    -0.064392    0.018252    0.009834    0.226086
-0.125690    -0.255200    0.890430    -0.933260    -0.049730    -0.133660    0.004636    -0.149510    0.025582    0.002555    0.000595    0.000628    0.183025
-0.138730    -0.032241    0.835610    -0.935020    -0.059984    -0.128890    -0.013045    0.222960    -0.054816    -0.001768    -0.010254    0.004777    0.305466
-0.128460    -0.151240    0.869060    -0.929220    -0.052494    -0.132210    0.010275    -0.118990    0.033450    0.005804    0.007490    -0.003322    0.177214
-0.131710    -0.064005    0.820740    -0.903210    -0.066217    -0.132220    -0.003250    0.087230    -0.048325    0.026013    -0.013724    -0.000008    0.173487
-0.126790    -0.023622    0.810290    -0.912760    -0.026074    -0.135830    0.004919    0.040383    -0.010451    -0.009554    0.040144    -0.003611    0.102269
-0.126860    -0.146870    0.829450    -0.895300    -0.032774    -0.133660    -0.000068    -0.123250    0.019165    0.017457    -0.006700    0.002168    0.165455
-0.130090    0.066342    0.792010    -0.941210    -0.012342    -0.129850    -0.003232    0.213210    -0.037441    -0.045911    0.020432    0.003813    0.315101
-0.118300    -0.136420    0.868020    -0.992600    0.002450    -0.100400    0.011794    -0.202760    0.076010    -0.051382    0.014793    0.029447    0.374017
-0.124610    -0.114960    0.956660    -1.030200    -0.027591    -0.124160    -0.006312    0.021461    0.088634    -0.037558    -0.030041    -0.023762    0.196173
-0.101510    -0.288030    1.151000    -1.053300    -0.017918    -0.093851    0.023096    -0.173080    0.194300    -0.023103    0.009673    0.030310    0.445559
-0.095975    -0.541330    1.345900    -1.003600    -0.072349    -0.162430    0.005538    -0.253300    0.194900    0.049618    -0.054431    -0.068577    0.604453
-0.067843    -0.230260    1.291400    -0.979120    -0.040210    -0.122710    0.028132    0.311070    -0.054408    0.024521    0.032139    0.039713    0.477774
-0.041743    -0.395250    1.262900    -0.971840    -0.046014    -0.129040    0.026100    -0.164990    -0.028543    0.007283    -0.005804    -0.006331    0.236532
-0.040082    -0.053718    1.067700    -0.963010    -0.034423    -0.092548    0.001661    0.341530    -0.195180    0.008822    0.011591    0.036497    0.588059
-0.015385    -0.249190    1.089500    -0.988220    -0.037166    -0.078562    0.024697    -0.195470    0.021741    -0.025209    -0.002744    0.013986    0.278568
-0.037792    -0.174010    1.060600    -1.029900    -0.044374    -0.108970    -0.022408    0.075180    -0.028873    -0.041697    -0.007208    -0.030408    0.195686
-0.022306    -0.208620    1.102300    -1.036000    -0.017532    -0.116680    0.015487    -0.034616    0.041749    -0.006106    0.026842    -0.007707    0.127272
-0.021970    -0.221540    1.079800    -1.090300    -0.014943    -0.130970    0.000335    -0.012913    -0.022511    -0.054238    0.002589    -0.014297    0.097871
-0.010845    -0.208580    1.062200    -1.018400    0.003888    -0.116050    0.011126    0.012952    -0.017664    0.071866    0.018831    0.014921    0.133883
-0.007388    -0.209900    1.015300    -0.960950    -0.000490    -0.098660    0.003457    -0.001320    -0.046842    0.057452    -0.004378    0.017393    0.120808
