trans_x_mm    trans_y_mm    trans_z_mm    rot_x_degrees    rot_y_degrees    rot_z_degrees    trans_x_mm_dt    trans_y_mm_dt    trans_z_mm_dt    rot_x_degrees_dt    rot_y_degrees_dt    rot_z_degrees_dt    framewise_displacement
-0.003479    0.188830    -0.204640    -0.013044    -0.053806    -0.052342    -0.011439    0.093946    -0.146150    0.064019    -0.048923    -0.018378    0.366144
-0.011166    0.174910    -0.249190    0.010196    -0.059857    -0.073519    -0.007687    -0.013919    -0.044556    0.023240    -0.006050    -0.021177    0.110199
-0.028855    0.186620    -0.497950    0.376470    -0.149340    -0.059063    -0.017689    0.011711    -0.248750    0.366270    -0.089483    0.014456    0.688497
-0.018846    0.234740    -0.408950    0.409330    -0.099747    0.004775    0.010010    0.048125    0.088996    0.032857    0.049592    0.063838    0.274792
0.015212    0.055229    -0.299480    0.700840    -0.039823    0.184560    0.034058    -0.179510    0.109470    0.291510    0.059925    0.179790    0.786615
0.027397    0.278020    -0.253560    0.552710    -0.004825    0.234360    0.012184    0.222790    0.045919    -0.148130    0.034998    0.049797    0.484164
0.051316    0.301140    -0.166270    0.488750    0.024175    0.289060    0.023919    0.023120    0.087292    -0.063957    0.029000    0.054702    0.263186
0.053410    0.264040    -0.193030    0.389180    0.003944    0.233300    0.002094    -0.037099    -0.026760    -0.099575    -0.020230    -0.055762    0.219160
0.054023    0.390940    -0.192900    0.328290    -0.001048    0.186310    0.000613    0.126910    0.000125    -0.060889    -0.004993    -0.046993    0.226143
0.043621    0.141760    -0.147220    0.358430    0.009223    0.128430    -0.010403    -0.249180    0.045685    0.030145    0.010271    -0.057877    0.391037
0.018120    0.161720    -0.183680    0.294760    -0.011206    0.091183    -0.025501    0.019960    -0.036461    -0.063672    -0.020429    -0.037246    0.187816
0.005073    0.134640    -0.158020    0.259090    -0.011148    0.076925    -0.013046    -0.027083    0.025657    -0.035676    0.000057    -0.014258    0.109408
0.005379    -0.040387    -0.095494    0.197500    -0.004019    0.080315    0.000306    -0.175030    0.062527    -0.061587    0.007129    0.003390    0.300786
0.010099    0.172500    -0.123950    0.194460    -0.003295    0.085956    0.004720    0.212890    -0.028455    -0.003034    0.000724    0.005642    0.254270
0.021007    0.035513    -0.052862    0.162420    0.010460    0.073138    0.010908    -0.136990    0.071087    -0.032049    0.013755    -0.012818    0.270133
0.030505    0.105890    -0.086428    0.165130    0.000921    0.079262    0.009498    0.070378    -0.033566    0.002718    -0.009539    0.006123    0.129475
0.026126    0.235380    -0.120100    0.167540    0.005374    0.088620    -0.004379    0.129490    -0.033668    0.002404    0.004453    0.009358    0.181697
0.030781    0.103150    -0.116820    0.178030    0.004876    0.095278    0.004655    -0.132220    0.003273    0.010488    -0.000498    0.006658    0.155564
0.010582    0.298010    -0.224720    0.185470    0.000058    0.088112    -0.020199    0.194860    -0.107890    0.007449    -0.004818    -0.007166    0.339910
0.010682    0.182970    -0.173000    0.169280    0.005796    0.086905    0.000100    -0.115030    0.051720    -0.016189    0.005738    -0.001207    0.187049
0.002833    0.074528    -0.170570    0.148820    -0.001993    0.064467    -0.007849    -0.108440    0.002431    -0.020469    -0.007789    -0.022438    0.162954
-0.003144    0.219220    -0.177060    0.157170    0.007147    0.076509    -0.005977    0.144690    -0.006497    0.008354    0.009139    0.012042    0.182930
-0.003398    0.009150    -0.128410    0.125050    0.006927    0.061518    -0.000253    -0.210070    0.048650    -0.032118    -0.000219    -0.014991    0.300277
-0.005547    0.186620    -0.224680    0.144000    0.003714    0.068841    -0.002149    0.177470    -0.096265    0.018949    -0.003213    0.007323    0.301621
-0.003574    0.178060    -0.199300    0.128790    -0.002695    0.066982    0.001973    -0.008559    0.025373    -0.015212    -0.006410    -0.001859    0.056402
-0.002529    0.089626    -0.226890    0.155420    -0.014859    0.057242    0.001045    -0.088433    -0.027585    0.026636    -0.012164    -0.009740    0.159423
-0.005561    0.294930    -0.237330    0.150360    -0.015888    0.060016    -0.003031    0.205300    -0.010442    -0.005065    -0.001029    0.002774    0.226510
-0.006902    0.096912    -0.184200    0.126970    -0.005406    0.052345    -0.001341    -0.198010    0.053133    -0.023392    0.010482    -0.007671    0.288743
-0.004202    0.193880    -0.188640    0.094899    -0.005015    0.062239    0.002700    0.096963    -0.004446    -0.032068    0.000391    0.009894    0.141070
-0.000548    0.159460    -0.132330    0.061382    0.004747    0.064534    0.003655    -0.034411    0.056318    -0.033517    0.009762    0.002294    0.134156
0.003393    0.033808    -0.106970    0.065121    -0.005895    0.057432    0.003941    -0.125660    0.025354    0.003738    -0.010642    -0.007102    0.173700
0.011395    0.252200    -0.164940    0.053557    0.006630    0.046725    0.008002    0.218400    -0.057967    -0.011563    0.012525    -0.010707    0.314729
0.001266    0.111240    -0.197150    0.116760    0.004201    0.004184    -0.010129    -0.140960    -0.032211    0.063198    -0.002429    -0.042541    0.277697
-0.001515    0.251400    -0.314230    0.119030    0.003140    -0.024541    -0.002781    0.140160    -0.117080    0.002276    -0.001062    -0.028725    0.287996
-0.003786    0.238840    -0.331170    0.196760    0.019762    -0.049790    -0.002271    -0.012559    -0.016947    0.077733    0.016623    -0.025249    0.136143
0.003609    0.074554    -0.291880    0.156180    0.006125    -0.036085    0.007395    -0.164290    0.039292    -0.040587    -0.013637    0.013704    0.270244
0.017295    0.253320    -0.285430    0.151060    0.027254    -0.026184    0.013686    0.178770    0.006454    -0.005121    0.021129    0.009901    0.230449
0.021609    0.058923    -0.191480    0.109510    0.005014    -0.000394    0.004314    -0.194400    0.093941    -0.041547    -0.022240    0.025790    0.370835
0.012727    0.176250    -0.227880    0.091597    0.009283    -0.022062    -0.008882    0.117330    -0.036391    -0.017912    0.004269    -0.021668    0.200876
0.008550    0.223560    -0.227640    0.071492    -0.011836    -0.039027    -0.004177    0.047310    0.000233    -0.020105    -0.021118    -0.016965    0.102506
0.003264    0.076759    -0.195730    0.097106    0.001081    -0.032254    -0.005287    -0.146800    0.031915    0.025614    0.012917    0.006773    0.223533
0.012079    0.280030    -0.235830    0.113120    0.006011    -0.012710    0.008816    0.203270    -0.040104    0.016019    0.004930    0.019544    0.287518
0.031360    0.039190    -0.105830    0.203330    0.068477    0.067330    0.019281    -0.240840    0.130000    0.090210    0.062466    0.080040    0.593204
0.035049    0.139690    -0.099592    0.149410    0.084971    0.095619    0.003689    0.100500    0.006241    -0.053923    0.016494    0.028289    0.196562
0.047428    0.124240    -0.004169    0.087503    0.103400    0.128780    0.012379    -0.015457    0.095423    -0.061909    0.018434    0.033163    0.222297
0.044548    0.133070    -0.126430    0.206320    0.087039    0.053217    -0.002880    0.008834    -0.122260    0.118820    -0.016366    -0.075565    0.317877
0.041481    0.235070    -0.157110    0.240270    0.099481    0.041654    -0.003067    0.102000    -0.030677    0.033950    0.012442    -0.011563    0.186322
0.029069    0.029991    -0.319440    0.640520    0.123410    -0.027907    -0.012411    -0.205080    -0.162330    0.400250    0.023928    -0.069561    0.810690
0.017598    0.063137    -0.223610    0.589580    0.164790    0.088634    -0.011471    0.033146    0.095834    -0.050934    0.041384    0.116540    0.322713
0.005693    -0.158690    -0.183120    0.636590    0.129690    0.104820    -0.011905    -0.221820    0.040482    0.047005    -0.035105    0.016182    0.360001
0.025925    0.078951    -0.158210    0.542780    0.126590    0.167900    0.020231    0.237640    0.024910    -0.093808    -0.003099    0.063079    0.422400
0.011024    -0.026207    -0.093532    0.468060    0.058964    0.136560    -0.014901    -0.105160    0.064681    -0.074723    -0.067625    -0.031333    0.336307
0.035129    0.170630    -0.184550    0.491840    0.049232    0.102170    0.024105    0.196840    -0.091020    0.023785    -0.009732    -0.034396    0.371216
0.046587    0.160620    -0.173180    0.560080    0.101610    0.166810    0.011458    -0.010010    0.011376    0.068241    0.052381    0.064641    0.194506
0.073325    0.138650    -0.245140    0.565170    0.082448    0.077504    0.026738    -0.021969    -0.071969    0.005083    -0.019165    -0.089304    0.219766
0.079749    0.266520    -0.397220    0.466180    0.108950    -0.052274    0.006425    0.127860    -0.152070    -0.098982    0.026502    -0.129780    0.509139
0.101650    -0.040674    -0.279000    0.979410    0.183920    0.189800    0.021905    -0.307190    0.118220    0.513230    0.074966    0.242070    1.171866
0.114130    -0.009475    -0.268300    1.140500    0.246870    0.319530    0.012475    0.031199    0.010698    0.161110    0.062954    0.129730    0.363102
0.223160    -0.109360    -0.003471    2.288900    0.579650    1.103300    0.109030    -0.099880    0.264830    1.148400    0.332780    0.783730    2.450286
0.264320    -0.098611    0.145290    2.398900    0.606330    1.155200    0.041151    0.010744    0.148760    0.109980    0.026680    0.051922    0.365237
0.307890    0.255570    0.139180    2.481300    0.688200    1.257000    0.043570    0.354180    -0.006106    0.082466    0.081869    0.101770    0.636051
0.302490    0.146030    0.168130    1.970000    0.553990    0.979080    -0.005395    -0.109540    0.028954    -0.511350    -0.134210    -0.277870    0.949735
0.296630    0.399190    0.057694    2.147200    0.586070    1.001900    -0.005859    0.253160    -0.110440    0.177150    0.032086    0.022834    0.572001
0.329560    0.268530    0.015677    2.349400    0.646000    1.034600    0.032925    -0.130660    -0.042017    0.202240    0.059926    0.032730    0.462895
0.351140    0.136830    0.225330    3.529400    0.816070    1.398400    0.021587    -0.131690    0.209650    1.180000    0.170070    0.363790    1.858567
0.358560    0.061588    0.223020    3.522800    0.800050    1.394600    0.007416    -0.075245    -0.002307    -0.006619    -0.016015    -0.003853    0.108028
0.358850    -0.051518    0.420240    3.588200    0.752680    1.477600    0.000290    -0.113110    0.197230    0.065377    -0.047371    0.083054    0.481458
0.348700    -0.069770    0.314830    3.117200    0.655320    1.415600    -0.010149    -0.018252    -0.105420    -0.470970    -0.097363    -0.062065    0.683905
0.364460    0.188440    0.203850    2.724500    0.625470    1.342500    0.015761    0.258210    -0.110980    -0.392660    -0.029854    -0.073100    0.817486
0.348140    0.002599    0.207790    2.687300    0.609950    1.347700    -0.016323    -0.185840    0.003945    -0.037256    -0.015513    0.005184    0.256645
0.380010    0.321260    0.090210    2.522800    0.648680    1.309300    0.031872    0.318660    -0.117580    -0.164470    0.038727    -0.038323    0.678972
0.360480    0.100510    0.176850    2.422100    0.584590    1.244000    -0.019528    -0.220760    0.086636    -0.100700    -0.064093    -0.065387    0.527711
0.384950    0.251600    0.094392    2.371600    0.609310    1.230800    0.024472    0.151100    -0.082454    -0.050502    0.024720    -0.013146    0.335179
0.378460    0.263680    0.078905    2.298600    0.608440    1.218000    -0.006492    0.012073    -0.015487    -0.073017    -0.000864    -0.012782    0.109691
0.389560    0.095332    0.120030    2.209800    0.609970    1.217100    0.011098    -0.168340    0.041125    -0.088842    0.001530    -0.000895    0.300186
0.431550    0.252420    0.055220    2.174500    0.630890    1.180400    0.041987    0.157090    -0.064810    -0.035280    0.020920    -0.036759    0.344976
0.416240    -0.013150    0.072221    2.132200    0.565900    1.150200    -0.015308    -0.265570    0.017001    -0.042306    -0.064997    -0.030147    0.417864
0.406730    0.277080    -0.203410    2.214200    0.587410    1.029400    -0.009511    0.290240    -0.275630    0.082042    0.021517    -0.120860    0.771118
0.305490    0.148890    -0.314820    2.158500    0.500490    1.019700    -0.101240    -0.128190    -0.111410    -0.055726    -0.086919    -0.009679    0.473764
0.279400    0.358140    -0.512760    2.054000    0.527330    0.931200    -0.026082    0.209250    -0.197940    -0.104500    0.026837    -0.088480    0.625127
0.254130    0.238070    -0.430360    1.845600    0.415470    0.949390    -0.025270    -0.120070    0.082401    -0.208330    -0.111860    0.018185    0.523093
0.249270    0.191650    -0.316590    1.691200    0.439930    0.868540    -0.004861    -0.046423    0.113770    -0.154490    0.024460    -0.080852    0.391690
0.295870    0.235870    -0.218120    1.728300    0.432040    0.885460    0.046594    0.044225    0.098462    0.037148    -0.007892    0.016927    0.243317
0.369520    0.091150    -0.293380    1.688000    0.345820    0.911310    0.073652    -0.144720    -0.075262    -0.040303    -0.086222    0.025846    0.426598
0.519350    0.404190    -0.516670    1.677500    0.351730    0.971540    0.149830    0.313040    -0.223280    -0.010480    0.005911    0.060229    0.753041
0.657300    0.147170    -0.793560    1.483000    0.131420    1.060100    0.137960    -0.257030    -0.276890    -0.194560    -0.220310    0.088561    1.111133
0.667780    0.387080    -0.707890    1.204900    0.196040    0.962600    0.010481    0.239920    0.085670    -0.278040    0.064627    -0.097501    0.720224
0.648480    0.044469    -0.570850    1.199700    0.172660    0.988500    -0.019301    -0.342620    0.137040    -0.005215    -0.023385    0.025905    0.546494
0.580060    0.235070    -0.319720    1.106600    0.268580    0.972400    -0.068420    0.190600    0.251130    -0.093117    0.095922    -0.016101    0.689152
0.556970    0.113630    -0.204580    1.225200    0.366970    1.075200    -0.023094    -0.121440    0.115140    0.118550    0.098386    0.102770    0.538739
0.546300    0.283410    -0.287910    1.245700    0.336450    1.090400    -0.010669    0.169780    -0.083329    0.020559    -0.030511    0.015208    0.321568
0.548430    0.270890    -0.193060    1.248500    0.382020    1.111100    0.002133    -0.012514    0.094846    0.002773    0.045568    0.020759    0.169775
0.540650    0.172860    -0.224160    1.295900    0.321740    1.029400    -0.007781    -0.098033    -0.031099    0.047454    -0.060279    -0.081772    0.302175
0.565880    0.278050    -0.151810    1.264200    0.349980    1.068100    0.025225    0.105190    0.072348    -0.031714    0.028235    0.038778    0.288850
0.553180    0.001824    -0.108670    1.233800    0.363030    1.024600    -0.012694    -0.276220    0.043148    -0.030390    0.013053    -0.043571    0.407944
0.562160    0.285000    -0.142860    1.256300    0.383160    1.039600    0.008980    0.283180    -0.034197    0.022496    0.020125    0.015041    0.376637
0.552560    0.044565    -0.091466    1.198000    0.375790    1.049700    -0.009603    -0.240440    0.051396    -0.058347    -0.007365    0.010068    0.367551
0.570180    0.221440    -0.133630    1.115300    0.411200    1.072200    0.017624    0.176870    -0.042165    -0.082678    0.035409    0.022488    0.359364
0.592150    0.189850    -0.053951    1.237800    0.427950    1.052400    0.021969    -0.031589    0.079679    0.122520    0.016747    -0.019749    0.272036
0.613390    0.096187    -0.175940    1.261700    0.436810    1.096300    0.021235    -0.093663    -0.121990    0.023908    0.008859    0.043876    0.303790
0.629910    0.265390    -0.103660    1.626900    0.464840    1.016000    0.016522    0.169200    0.072286    0.365200    0.028033    -0.080250    0.671236
0.618650    0.089810    -0.319480    1.544900    0.420270    1.137100    -0.011258    -0.175580    -0.215820    -0.082031    -0.044567    0.121060    0.618793
0.610400    0.231420    -0.261990    1.543800    0.515970    1.096900    -0.008251    0.141610    0.057491    -0.001131    0.095692    -0.040189    0.326905
0.595490    0.216290    -0.337650    1.374800    0.529740    1.147900    -0.014914    -0.015130    -0.075661    -0.169000    0.013773    0.050965    0.309703
0.580720    0.131650    -0.323010    1.318800    0.518340    1.098600    -0.014763    -0.084646    0.014639    -0.055952    -0.011395    -0.049261    0.215890
0.642480    0.295580    -0.260210    1.295100    0.586010    1.117600    0.061755    0.163940    0.062800    -0.023701    0.067665    0.019021    0.384806
0.593240    -0.028588    -0.227920    1.316900    0.474510    1.054500    -0.049232    -0.324170    0.032285    0.021815    -0.111500    -0.063123    0.577089
0.643640    0.319400    -0.297300    1.322600    0.564010    1.055200    0.050392    0.347990    -0.069377    0.005677    0.089509    0.000717    0.551457
0.523730    0.129150    -0.352760    1.390000    0.413210    0.928470    -0.119910    -0.190260    -0.055457    0.067366    -0.150810    -0.126770    0.666628
0.527730    0.384320    -0.590940    1.385500    0.418440    0.930440    0.003995    0.255180    -0.238180    -0.004434    0.005229    0.001970    0.507560
0.495140    0.399780    -0.635490    1.354700    0.360660    0.921610    -0.032590    0.015460    -0.044554    -0.030876    -0.057777    -0.008826    0.177606
0.509410    0.272880    -0.684360    1.282100    0.353090    0.948760    0.014275    -0.126910    -0.048872    -0.072556    -0.007574    0.027142    0.283694
0.519970    0.447200    -0.655440    1.305100    0.377000    0.938180    0.010561    0.174320    0.028928    0.022973    0.023918    -0.010581    0.263969
0.517600    0.266200    -0.546080    1.347700    0.354950    0.924300    -0.002374    -0.181000    0.109350    0.042581    -0.022057    -0.013874    0.361260
0.498190    0.210580    -0.429770    1.459400    0.387770    0.871880    -0.019405    -0.055624    0.116310    0.111690    0.032819    -0.052419    0.363203
0.523230    0.277370    -0.330050    1.428900    0.377120    0.908350    0.025033    0.066796    0.099727    -0.030420    -0.010643    0.036472    0.259286
0.508940    -0.011427    -0.156050    1.317600    0.361990    0.915780    -0.014285    -0.288800    0.174000    -0.111340    -0.015130    0.007426    0.593902
0.534060    0.302450    -0.205780    1.211900    0.343540    0.949970    0.025118    0.313870    -0.049731    -0.105700    -0.018458    0.034192    0.526905
0.519340    0.131130    -0.061664    1.118600    0.312260    0.959550    -0.014717    -0.171320    0.144120    -0.093335    -0.031271    0.009576    0.447233
0.518020    0.173230    -0.139490    1.133000    0.300940    0.927900    -0.001318    0.042105    -0.077829    0.014471    -0.011326    -0.031652    0.171311
0.540930    0.268260    -0.084633    1.075300    0.301920    0.926130    0.022911    0.095026    0.054859    -0.057736    0.000983    -0.001766    0.225550
0.521060    0.039013    -0.082753    1.060000    0.280740    0.902310    -0.019874    -0.229250    0.001880    -0.015322    -0.021183    -0.023817    0.303619
0.544100    0.178270    -0.119840    1.085400    0.292430    0.908710    0.023037    0.139250    -0.037089    0.025446    0.011695    0.006398    0.237336
0.474120    0.108340    -0.109660    1.114400    0.249920    0.867020    -0.069982    -0.069930    0.010177    0.028947    -0.042514    -0.041685    0.248876
0.466550    0.015977    -0.145250    1.178700    0.240390    0.834090    -0.007563    -0.092358    -0.035585    0.064311    -0.009533    -0.032931    0.228689
0.447510    0.304080    -0.210160    1.130600    0.237540    0.814190    -0.019047    0.288110    -0.064906    -0.048089    -0.002849    -0.019899    0.433881
0.453850    0.065126    -0.201360    1.117500    0.230210    0.790420    0.006342    -0.238960    0.008792    -0.013058    -0.007327    -0.023779    0.292666
0.496020    0.443370    -0.320680    1.093900    0.264940    0.828850    0.042169    0.378250    -0.119310    -0.023628    0.034726    0.038438    0.624173
0.477560    0.107440    -0.243900    1.074400    0.251370    0.790170    -0.018456    -0.335930    0.076781    -0.019529    -0.013562    -0.038685    0.493784
0.528510    0.310450    -0.269770    1.038500    0.287420    0.835130    0.050949    0.203000    -0.025874    -0.035901    0.036050    0.044966    0.381853
0.508070    0.019088    -0.102020    0.977480    0.314880    0.806010    -0.020438    -0.291360    0.167750    -0.060995    0.027455    -0.029128    0.582177
0.542310    0.145380    -0.148920    0.980640    0.334710    0.810820    0.034232    0.126300    -0.046900    0.003161    0.019829    0.004819    0.231692
0.517160    0.147880    -0.114860    1.010100    0.345190    0.805040    -0.025148    0.002499    0.034057    0.029462    0.010486    -0.005788    0.101608
0.498540    0.045162    -0.159890    1.074400    0.323820    0.748200    -0.018616    -0.102720    -0.045030    0.064351    -0.021370    -0.056840    0.290731
0.490410    0.267250    -0.214580    1.058800    0.300010    0.772730    -0.008136    0.222090    -0.054690    -0.015642    -0.023810    0.024536    0.340706
0.443470    0.015114    -0.138740    1.036600    0.302560    0.698590    -0.046931    -0.252140    0.075842    -0.022253    0.002547    -0.074144    0.461214
0.437440    0.302690    -0.290940    1.007400    0.288190    0.704130    -0.006030    0.287580    -0.152200    -0.029182    -0.014373    0.005536    0.488663
0.392880    0.188970    -0.215670    0.995050    0.297300    0.676940    -0.044563    -0.113730    0.075267    -0.012318    0.009111    -0.027180    0.276005
0.429040    0.215770    -0.218670    0.980010    0.312850    0.713070    0.036163    0.026808    -0.002997    -0.015044    0.015548    0.036123    0.124184
0.466940    0.328690    -0.219100    1.052100    0.328710    0.730770    0.037893    0.112920    -0.000434    0.072061    0.015864    0.017704    0.243447
0.468220    0.102190    -0.203530    1.022300    0.329270    0.715550    0.001283    -0.226510    0.015578    -0.029802    0.000563    -0.015222    0.283126
0.450550    0.398100    -0.461220    1.163900    0.300080    0.672830    -0.017668    0.295920    -0.257690    0.141680    -0.029197    -0.042716    0.757593
0.368860    0.038398    -0.416970    1.018300    0.225940    0.640860    -0.081694    -0.359710    0.044251    -0.145680    -0.074139    -0.031970    0.705300
0.353610    0.354410    -0.557330    1.060200    0.182820    0.650550    -0.015251    0.316010    -0.140370    0.041948    -0.043118    0.009684    0.554272
0.350210    0.103490    -0.383620    0.942940    0.156300    0.652760    -0.003398    -0.250920    0.173710    -0.117280    -0.026526    0.002210    0.555430
0.356360    0.295070    -0.460750    0.970430    0.162220    0.663040    0.006154    0.191580    -0.077121    0.027489    0.005925    0.010284    0.312987
0.390590    0.306360    -0.405610    0.957990    0.211230    0.670460    0.034228    0.011289    0.055137    -0.012437    0.049010    0.007418    0.160760
0.370880    0.247540    -0.515070    0.967060    0.180410    0.653960    -0.019710    -0.058819    -0.109470    0.009069    -0.030816    -0.016496    0.237200
